"","year","dia_year","tmed"
"1","1981",1,6.95483870967742
"2","1981",2,7.46666666666667
"3","1981",3,6.96063829787234
"4","1981",4,7.2031914893617
"5","1981",5,7.79255319148936
"6","1981",6,7.88617021276596
"7","1981",7,7.88617021276596
"8","1981",8,6.85744680851064
"9","1981",9,6.42127659574468
"10","1981",10,5.58421052631579
"11","1981",11,3.69462365591398
"12","1981",12,3.7063829787234
"13","1981",13,4.02872340425532
"14","1981",14,5.23297872340426
"15","1981",15,8.08723404255319
"16","1981",16,10.4148936170213
"17","1981",17,8.74255319148936
"18","1981",18,8.40322580645161
"19","1981",19,8.6531914893617
"20","1981",20,10.363829787234
"21","1981",21,11.5489361702128
"22","1981",22,10.4606382978723
"23","1981",23,9.4436170212766
"24","1981",24,8.57741935483871
"25","1981",25,7.47311827956989
"26","1981",26,7.3936170212766
"27","1981",27,7.78829787234043
"28","1981",28,8.49354838709677
"29","1981",29,7.87311827956989
"30","1981",30,8.0563829787234
"31","1981",31,8.10106382978723
"32","1981",32,7.07789473684211
"33","1981",33,7.05157894736842
"34","1981",34,7.20104166666667
"35","1981",35,9.60104166666667
"36","1981",36,9.44375
"37","1981",37,9.746875
"38","1981",38,10.134375
"39","1981",39,9.91649484536083
"40","1981",40,8.99484536082474
"41","1981",41,7.31789473684211
"42","1981",42,5.70416666666667
"43","1981",43,4.86458333333333
"44","1981",44,6.71458333333333
"45","1981",45,7.66979166666667
"46","1981",46,7.64375
"47","1981",47,7.37083333333333
"48","1981",48,7.04583333333333
"49","1981",49,6.61666666666667
"50","1981",50,6.11875
"51","1981",51,4.2639175257732
"52","1981",52,5.47083333333333
"53","1981",53,7.09791666666667
"54","1981",54,7.475
"55","1981",55,7.68020833333333
"56","1981",56,7.07422680412371
"57","1981",57,8.54020618556701
"58","1981",58,11.6958762886598
"59","1981",59,11.8463917525773
"60","1981",60,10.5541666666667
"61","1981",61,10.2770833333333
"62","1981",62,10.5135416666667
"63","1981",63,10.790625
"64","1981",64,10.7635416666667
"65","1981",65,12.9927083333333
"66","1981",66,13.6270833333333
"67","1981",67,14.38125
"68","1981",68,14.4989690721649
"69","1981",69,16.9030927835052
"70","1981",70,17.0677083333333
"71","1981",71,16.29375
"72","1981",72,12.99375
"73","1981",73,10.6072916666667
"74","1981",74,9.95957446808511
"75","1981",75,9.93578947368421
"76","1981",76,9.27473684210526
"77","1981",77,8.66
"78","1981",78,9.78541666666667
"79","1981",79,11.5873684210526
"80","1981",80,12.7635416666667
"81","1981",81,13.9684210526316
"82","1981",82,15.5577319587629
"83","1981",83,16.9721649484536
"84","1981",84,16.0886597938144
"85","1981",85,14.939175257732
"86","1981",86,13.6051546391753
"87","1981",87,13.9278350515464
"88","1981",88,11.778125
"89","1981",89,11.0572916666667
"90","1981",90,11.5625
"91","1981",91,11.9469387755102
"92","1981",92,11.469387755102
"93","1981",93,11.7132653061224
"94","1981",94,12.9642857142857
"95","1981",95,13.4336734693878
"96","1981",96,14.015306122449
"97","1981",97,14.4163265306122
"98","1981",98,14.4867346938776
"99","1981",99,15.0561224489796
"100","1981",100,15.7418367346939
"101","1981",101,14.9632653061224
"102","1981",102,14.4683673469388
"103","1981",103,14.2602040816327
"104","1981",104,13.7489795918367
"105","1981",105,13.2704081632653
"106","1981",106,13.5275510204082
"107","1981",107,12.9816326530612
"108","1981",108,12.6255102040816
"109","1981",109,12.665306122449
"110","1981",110,11.5816326530612
"111","1981",111,8.94489795918367
"112","1981",112,9.70612244897959
"113","1981",113,10.0387755102041
"114","1981",114,11.1530612244898
"115","1981",115,11.1112244897959
"116","1981",116,8.96530612244898
"117","1981",117,8.96836734693878
"118","1981",118,10.1663265306122
"119","1981",119,11.7112244897959
"120","1981",120,12.2214285714286
"121","1981",121,13.2575757575758
"122","1981",122,13.7707070707071
"123","1981",123,13.0353535353535
"124","1981",124,13.8979797979798
"125","1981",125,15.4515151515152
"126","1981",126,16.6181818181818
"127","1981",127,15.0282828282828
"128","1981",128,13.9717171717172
"129","1981",129,11.6525252525253
"130","1981",130,11.7444444444444
"131","1981",131,12.3141414141414
"132","1981",132,13.6454545454545
"133","1981",133,13.5151515151515
"134","1981",134,14.2232323232323
"135","1981",135,14.2383838383838
"136","1981",136,14.6060606060606
"137","1981",137,14.5686868686869
"138","1981",138,16.5050505050505
"139","1981",139,18.1424242424242
"140","1981",140,17.2565656565657
"141","1981",141,15.4464646464646
"142","1981",142,15.7030303030303
"143","1981",143,17.0252525252525
"144","1981",144,17.3323232323232
"145","1981",145,15.2323232323232
"146","1981",146,14.0060606060606
"147","1981",147,14.8686868686869
"148","1981",148,17.5757575757576
"149","1981",149,18.2080808080808
"150","1981",150,18.5888888888889
"151","1981",151,18.9505050505051
"152","1981",152,19.1734693877551
"153","1981",153,17.7755102040816
"154","1981",154,17.0051020408163
"155","1981",155,17.2285714285714
"156","1981",156,19.0520408163265
"157","1981",157,20.4
"158","1981",158,21.3244897959184
"159","1981",159,21.9459183673469
"160","1981",160,21.4408163265306
"161","1981",161,21.5515463917526
"162","1981",162,23.4072164948454
"163","1981",163,24.4453608247423
"164","1981",164,25.5350515463918
"165","1981",165,24.9907216494845
"166","1981",166,24.9731958762887
"167","1981",167,24.5567010309278
"168","1981",168,23.4257731958763
"169","1981",169,21.4489795918367
"170","1981",170,20.5387755102041
"171","1981",171,20.8510204081633
"172","1981",172,21.2556701030928
"173","1981",173,21.1587628865979
"174","1981",174,19.359793814433
"175","1981",175,19.0285714285714
"176","1981",176,19.0867346938776
"177","1981",177,18.1581632653061
"178","1981",178,16.4234693877551
"179","1981",179,16.8112244897959
"180","1981",180,17.5510204081633
"181","1981",181,19.3642857142857
"182","1981",182,20.1808080808081
"183","1981",183,18.9222222222222
"184","1981",184,19.1838383838384
"185","1981",185,20.3090909090909
"186","1981",186,21.4545454545455
"187","1981",187,22.2232323232323
"188","1981",188,23.1656565656566
"189","1981",189,22.8070707070707
"190","1981",190,21.159595959596
"191","1981",191,19.6444444444444
"192","1981",192,20.1181818181818
"193","1981",193,21.6727272727273
"194","1981",194,22.6616161616162
"195","1981",195,23.3878787878788
"196","1981",196,23.4969696969697
"197","1981",197,23.8474747474747
"198","1981",198,22.979797979798
"199","1981",199,19.7121212121212
"200","1981",200,19.6616161616162
"201","1981",201,21.1393939393939
"202","1981",202,22.459595959596
"203","1981",203,22.2343434343434
"204","1981",204,20.7141414141414
"205","1981",205,19.179797979798
"206","1981",206,19.2858585858586
"207","1981",207,20.8020202020202
"208","1981",208,22.6323232323232
"209","1981",209,24.4606060606061
"210","1981",210,25.5535353535354
"211","1981",211,25.7878787878788
"212","1981",212,24.0343434343434
"213","1981",213,21.2865979381443
"214","1981",214,21.0744897959184
"215","1981",215,21.8959183673469
"216","1981",216,23.3969387755102
"217","1981",217,23.5642857142857
"218","1981",218,23.330612244898
"219","1981",219,22.6525252525253
"220","1981",220,22.4363636363636
"221","1981",221,22.0676767676768
"222","1981",222,22.3414141414141
"223","1981",223,22.7282828282828
