"","year","dia_year","tmed"
"1","media_historica",1,8.62060196829251
"2","media_historica",2,8.62966155293684
"3","media_historica",3,8.5323399930174
"4","media_historica",4,8.45623300249615
"5","media_historica",5,8.37711510124773
"6","media_historica",6,8.30029336049633
"7","media_historica",7,8.03008869470725
"8","media_historica",8,8.01924821474106
"9","media_historica",9,8.10665083583172
"10","media_historica",10,7.91241158499803
"11","media_historica",11,7.780487859922
"12","media_historica",12,7.74285180740658
"13","media_historica",13,7.62578053376731
"14","media_historica",14,7.58996660460758
"15","media_historica",15,7.69027196536994
"16","media_historica",16,7.96123849938693
"17","media_historica",17,7.98159680977816
"18","media_historica",18,8.0352470276945
"19","media_historica",19,8.20666381730961
"20","media_historica",20,8.04137374679705
"21","media_historica",21,8.1085298166683
"22","media_historica",22,8.25195562110016
"23","media_historica",23,8.61321978633902
"24","media_historica",24,8.57441952534766
"25","media_historica",25,8.3497672831112
"26","media_historica",26,8.3642525397926
"27","media_historica",27,8.41103330700674
"28","media_historica",28,8.33132143624139
"29","media_historica",29,8.35302000595826
"30","media_historica",30,8.71806685725179
"31","media_historica",31,8.8967179046578
"32","media_historica",32,8.74657137057838
"33","media_historica",33,8.52718381439473
"34","media_historica",34,8.53939687580992
"35","media_historica",35,8.73789412330907
"36","media_historica",36,9.07141420700471
"37","media_historica",37,9.08558631422888
"38","media_historica",38,8.93025635217631
"39","media_historica",39,8.87587999690118
"40","media_historica",40,8.89411898697817
"41","media_historica",41,8.72894163046353
"42","media_historica",42,8.79824728406631
"43","media_historica",43,8.87438613169058
"44","media_historica",44,9.1229277846173
"45","media_historica",45,9.17718551571687
"46","media_historica",46,9.09559729462729
"47","media_historica",47,9.08996405495244
"48","media_historica",48,8.84372279519401
"49","media_historica",49,8.79072809470687
"50","media_historica",50,8.98085656094068
"51","media_historica",51,8.96400922802005
"52","media_historica",52,9.09792999329078
"53","media_historica",53,9.36255963984115
"54","media_historica",54,9.60986872834927
"55","media_historica",55,9.57162895618381
"56","media_historica",56,9.68296989797068
"57","media_historica",57,9.61535424786678
"58","media_historica",58,9.57213362815972
"59","media_historica",59,9.60668380889913
"60","media_historica",60,9.85484749475785
"61","media_historica",61,10.2027284537195
"62","media_historica",62,10.4262648449688
"63","media_historica",63,10.2761866482821
"64","media_historica",64,10.3316931267719
"65","media_historica",65,10.3964054345984
"66","media_historica",66,10.4875671321474
"67","media_historica",67,10.8422001866762
"68","media_historica",68,11.1968142915671
"69","media_historica",69,11.4721652722894
"70","media_historica",70,11.6023778405558
"71","media_historica",71,11.5333543761855
"72","media_historica",72,10.9906699300748
"73","media_historica",73,10.9211966271338
"74","media_historica",74,11.111998295522
"75","media_historica",75,11.3512153042907
"76","media_historica",76,11.3203987563294
"77","media_historica",77,11.5960713628388
"78","media_historica",78,11.8231161466887
"79","media_historica",79,11.9265376751744
"80","media_historica",80,11.9627836595487
"81","media_historica",81,11.8804335564759
"82","media_historica",82,11.8223656076851
"83","media_historica",83,11.7959512212094
"84","media_historica",84,11.4666784276103
"85","media_historica",85,11.6469443901313
"86","media_historica",86,11.8704349885822
"87","media_historica",87,11.7658721019332
"88","media_historica",88,11.8427423705388
"89","media_historica",89,12.0753305797256
"90","media_historica",90,12.2763491457338
"91","media_historica",91,12.388737003491
"92","media_historica",92,12.238119301215
"93","media_historica",93,12.0937453082063
"94","media_historica",94,12.1009805301112
"95","media_historica",95,12.1753632626106
"96","media_historica",96,12.5617057009379
"97","media_historica",97,12.6043952763716
"98","media_historica",98,12.8365475266168
"99","media_historica",99,12.7051613124664
"100","media_historica",100,12.7140726111952
"101","media_historica",101,12.5664214711201
"102","media_historica",102,12.5433467802078
"103","media_historica",103,12.7457448646251
"104","media_historica",104,12.8847936486946
"105","media_historica",105,12.9282999581459
"106","media_historica",106,12.9209370704357
"107","media_historica",107,13.124639292932
"108","media_historica",108,13.0258073328571
"109","media_historica",109,13.2301398060418
"110","media_historica",110,13.3200422890063
"111","media_historica",111,13.3247087680509
"112","media_historica",112,13.5541954764991
"113","media_historica",113,13.7296108495362
"114","media_historica",114,13.8093701990301
"115","media_historica",115,13.8148797753769
"116","media_historica",116,13.7375605656984
"117","media_historica",117,13.9648195066094
"118","media_historica",118,14.2451904764843
"119","media_historica",119,14.1364028336942
"120","media_historica",120,14.053173584187
"121","media_historica",121,14.1599199514073
"122","media_historica",122,14.4365183906594
"123","media_historica",123,14.4424069827783
"124","media_historica",124,14.6748389368183
"125","media_historica",125,14.9108770886194
"126","media_historica",126,14.9651201216576
"127","media_historica",127,15.2333205300548
"128","media_historica",128,15.4681648756841
"129","media_historica",129,15.8173027734965
"130","media_historica",130,15.9671863276639
"131","media_historica",131,15.7688608400024
"132","media_historica",132,15.7374699760303
"133","media_historica",133,15.6513762802313
"134","media_historica",134,15.7282159876515
"135","media_historica",135,15.9219901141048
"136","media_historica",136,16.2522389462574
"137","media_historica",137,16.3899473948921
"138","media_historica",138,16.488618665382
"139","media_historica",139,16.4677555455063
"140","media_historica",140,16.4438523706478
"141","media_historica",141,16.682354143327
"142","media_historica",142,16.997444433982
"143","media_historica",143,17.1731614374992
"144","media_historica",144,17.3147614349529
"145","media_historica",145,17.5584229491773
"146","media_historica",146,17.6064242228067
"147","media_historica",147,17.7195934160587
"148","media_historica",148,17.7637876662151
"149","media_historica",149,17.9408772435549
"150","media_historica",150,18.2409243223623
"151","media_historica",151,18.4571933761625
"152","media_historica",152,18.7557712270848
"153","media_historica",153,18.7901765779967
"154","media_historica",154,18.9134710730923
"155","media_historica",155,18.8753180386138
"156","media_historica",156,18.7620295416676
"157","media_historica",157,18.888356795662
"158","media_historica",158,19.074874762494
"159","media_historica",159,18.9994930315969
"160","media_historica",160,19.0283212489409
"161","media_historica",161,19.0070488820479
"162","media_historica",162,19.3372683950613
"163","media_historica",163,19.8175327136532
"164","media_historica",164,20.1157146421456
"165","media_historica",165,20.21778925944
"166","media_historica",166,20.3514116339863
"167","media_historica",167,20.4715395988123
"168","media_historica",168,20.4768192932251
"169","media_historica",169,20.5803151076633
"170","media_historica",170,20.7186860519802
"171","media_historica",171,21.0097481296262
"172","media_historica",172,21.1957792683203
"173","media_historica",173,21.379569176233
"174","media_historica",174,21.5084205852061
"175","media_historica",175,21.4438431191998
"176","media_historica",176,21.5127073371408
"177","media_historica",177,21.6496195145355
"178","media_historica",178,21.6001737611455
"179","media_historica",179,21.6560227171546
"180","media_historica",180,21.8795646719993
"181","media_historica",181,22.0998282161046
"182","media_historica",182,22.0908810225376
"183","media_historica",183,21.9433305144044
"184","media_historica",184,21.7528164197443
"185","media_historica",185,21.9403309020309
"186","media_historica",186,22.210488506997
"187","media_historica",187,22.2727043441014
"188","media_historica",188,22.4985335221513
"189","media_historica",189,22.6042336156106
"190","media_historica",190,22.4769229915721
"191","media_historica",191,22.6452711253683
"192","media_historica",192,22.8005958905771
"193","media_historica",193,22.8760974618458
"194","media_historica",194,22.8763175762737
"195","media_historica",195,22.850426487696
"196","media_historica",196,23.0050545403036
"197","media_historica",197,23.2425726102848
"198","media_historica",198,23.357540486236
"199","media_historica",199,23.343034875892
"200","media_historica",200,23.5060367043945
"201","media_historica",201,23.6177352636318
"202","media_historica",202,23.6400376224601
"203","media_historica",203,23.5789212135745
"204","media_historica",204,23.6392927870515
"205","media_historica",205,23.7422432427211
"206","media_historica",206,23.5743625304142
"207","media_historica",207,23.6566753961431
